code	name	type	imageUrl
SPDi22-36[EN]	Nanashi	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-36[EN].jpg
SPDi22-37[EN]	Guzuko	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-37[EN].jpg
SPDi22-38[EN]	Remember	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-38[EN].jpg
SPDi22-39[EN]	Hanayo	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-39[EN].jpg
SPDi22-40[EN]	Milulun	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-40[EN].jpg
SPDi22-41[EN]	Midoriko	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-41[EN].jpg
SPDi22-42[EN]	Hanare	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-42[EN].jpg
SPDi22-43[EN]	Sashe	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-43[EN].jpg
SPDi22-44[EN]	Piruluk	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-44[EN].jpg
SPDi22-45[EN]	Aiyai	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-45[EN].jpg
SPDi22-46[EN]	Alfou	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-46[EN].jpg
SPDi22-47[EN]	Myu	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-47[EN].jpg
SPDi22-48[EN]	Mugen	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/SPDi22-48[EN].jpg
WXDi-CP01-001P[EN]	SELENE Girls' Academy, After School	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-001P[EN].jpg
WXDi-CP01-001[EN]	SELENE Girls' Academy, After School	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-001[EN].jpg
WXDi-CP01-002P[EN]	SELENE Girls' Academy, Moon Night	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-002P[EN].jpg
WXDi-CP01-002[EN]	SELENE Girls' Academy, Moon Night	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-002[EN].jpg
WXDi-CP01-003P[EN]	OBSYDIA SALVAGE	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-003P[EN].jpg
WXDi-CP01-003[EN]	OBSYDIA SALVAGE	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-003[EN].jpg
WXDi-CP01-004P[EN]	LazuLight FLASH	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-004P[EN].jpg
WXDi-CP01-004[EN]	LazuLight FLASH	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-004[EN].jpg
WXDi-CP01-005P[EN]	[Center] Lize, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-005P[EN].jpg
WXDi-CP01-005R[EN]	[Center] Lize, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-005R[EN].jpg
WXDi-CP01-005U[EN]	[Center] Lize, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-005U[EN].jpg
WXDi-CP01-005[EN]	[Center] Lize, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-005[EN].jpg
WXDi-CP01-006P[EN]	[Center] Ange, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-006P[EN].jpg
WXDi-CP01-006R[EN]	[Center] Ange, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-006R[EN].jpg
WXDi-CP01-006U[EN]	[Center] Ange, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-006U[EN].jpg
WXDi-CP01-006[EN]	[Center] Ange, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-006[EN].jpg
WXDi-CP01-007P[EN]	[Center] Toko, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-007P[EN].jpg
WXDi-CP01-007R[EN]	[Center] Toko, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-007R[EN].jpg
WXDi-CP01-007U[EN]	[Center] Toko, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-007U[EN].jpg
WXDi-CP01-007[EN]	[Center] Toko, Level 3'	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-007[EN].jpg
WXDi-CP01-008P[EN]	[Center] Mito, Level 3	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-008P[EN].jpg
WXDi-CP01-008R[EN]	[Center] Mito, Level 3	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-008R[EN].jpg
WXDi-CP01-008U[EN]	[Center] Mito, Level 3	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-008U[EN].jpg
WXDi-CP01-008[EN]	[Center] Mito, Level 3	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-008[EN].jpg
WXDi-CP01-009P[EN]	Mito, Level 0	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-009P[EN].jpg
WXDi-CP01-009[EN]	Mito, Level 0	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-009[EN].jpg
WXDi-CP01-010R[EN]	[Center] Mito, Level 1	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-010R[EN].jpg
WXDi-CP01-010[EN]	[Center] Mito, Level 1	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-010[EN].jpg
WXDi-CP01-011R[EN]	[Center] Mito, Level 2	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-011R[EN].jpg
WXDi-CP01-011[EN]	[Center] Mito, Level 2	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-011[EN].jpg
WXDi-CP01-012P[EN]	[Assist] Lize, Level 1 [Sword]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-012P[EN].jpg
WXDi-CP01-012[EN]	[Assist] Lize, Level 1 [Sword]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-012[EN].jpg
WXDi-CP01-013P[EN]	[Assist] Lize, Level 2 [Ice Wall]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-013P[EN].jpg
WXDi-CP01-013[EN]	[Assist] Lize, Level 2 [Ice Wall]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-013[EN].jpg
WXDi-CP01-014P[EN]	[Assist] Ange, Level 1 [Love]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-014P[EN].jpg
WXDi-CP01-014[EN]	[Assist] Ange, Level 1 [Love]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-014[EN].jpg
WXDi-CP01-015P[EN]	[Assist] Ange, Level 2 [Alchemy]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-015P[EN].jpg
WXDi-CP01-015[EN]	[Assist] Ange, Level 2 [Alchemy]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-015[EN].jpg
WXDi-CP01-016P[EN]	[Assist] Toko, Level 1 [Cudgel]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-016P[EN].jpg
WXDi-CP01-016[EN]	[Assist] Toko, Level 1 [Cudgel]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-016[EN].jpg
WXDi-CP01-017P[EN]	[Assist] Toko, Level 2 [Ranbu]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-017P[EN].jpg
WXDi-CP01-017[EN]	[Assist] Toko, Level 2 [Ranbu]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-017[EN].jpg
WXDi-CP01-018P[EN]	[Assist] Mito, Level 1 [Hatchet]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-018P[EN].jpg
WXDi-CP01-018[EN]	[Assist] Mito, Level 1 [Hatchet]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-018[EN].jpg
WXDi-CP01-019P[EN]	[Assist] Mito, Level 1 [Mallet]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-019P[EN].jpg
WXDi-CP01-019[EN]	[Assist] Mito, Level 1 [Mallet]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-019[EN].jpg
WXDi-CP01-020P[EN]	[Assist] Mito, Level 1 [Sin]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-020P[EN].jpg
WXDi-CP01-020[EN]	[Assist] Mito, Level 1 [Sin]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-020[EN].jpg
WXDi-CP01-021P[EN]	[Assist] Mito, Level 2 [Eternity]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-021P[EN].jpg
WXDi-CP01-021[EN]	[Assist] Mito, Level 2 [Eternity]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-021[EN].jpg
WXDi-CP01-022P[EN]	[Assist] Mito, Level 2 [Strike]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-022P[EN].jpg
WXDi-CP01-022[EN]	[Assist] Mito, Level 2 [Strike]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-022[EN].jpg
WXDi-CP01-023P[EN]	[Assist] Mito, Level 2 [Concealment]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-023P[EN].jpg
WXDi-CP01-023[EN]	[Assist] Mito, Level 2 [Concealment]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-023[EN].jpg
WXDi-CP01-024P[EN]	[Assist] Mito, Level 2 [Diagnosis]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-024P[EN].jpg
WXDi-CP01-024[EN]	[Assist] Mito, Level 2 [Diagnosis]	ASSIST LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-024[EN].jpg
WXDi-CP01-025P[EN]	Shiina Yuika, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-025P[EN].jpg
WXDi-CP01-025[EN]	Shiina Yuika, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-025[EN].jpg
WXDi-CP01-026P[EN]	Amamiya Kokoro, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-026P[EN].jpg
WXDi-CP01-026[EN]	Amamiya Kokoro, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-026[EN].jpg
WXDi-CP01-027P[EN]	Furen E Lustario, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-027P[EN].jpg
WXDi-CP01-027[EN]	Furen E Lustario, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-027[EN].jpg
WXDi-CP01-028P[EN]	Nishizono Chigusa, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-028P[EN].jpg
WXDi-CP01-028[EN]	Nishizono Chigusa, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-028[EN].jpg
WXDi-CP01-029P[EN]	Sasaki Saku, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-029P[EN].jpg
WXDi-CP01-029[EN]	Sasaki Saku, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-029[EN].jpg
WXDi-CP01-030P[EN]	Takamiya Rion, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-030P[EN].jpg
WXDi-CP01-030[EN]	Takamiya Rion, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-030[EN].jpg
WXDi-CP01-031P[EN]	Suo Sango, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-031P[EN].jpg
WXDi-CP01-031[EN]	Suo Sango, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-031[EN].jpg
WXDi-CP01-032P[EN]	Lain Paterson, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-032P[EN].jpg
WXDi-CP01-032[EN]	Lain Paterson, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-032[EN].jpg
WXDi-CP01-033P[EN]	Machita Chima, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-033P[EN].jpg
WXDi-CP01-033[EN]	Machita Chima, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-033[EN].jpg
WXDi-CP01-034P[EN]	Sorahoshi Kirame, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-034P[EN].jpg
WXDi-CP01-034[EN]	Sorahoshi Kirame, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-034[EN].jpg
WXDi-CP01-035P[EN]	Asahina Akane, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-035P[EN].jpg
WXDi-CP01-035[EN]	Asahina Akane, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-035[EN].jpg
WXDi-CP01-036P[EN]	Elira Pendora, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-036P[EN].jpg
WXDi-CP01-036[EN]	Elira Pendora, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-036[EN].jpg
WXDi-CP01-037P[EN]	Suzuka Utako, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-037P[EN].jpg
WXDi-CP01-037[EN]	Suzuka Utako, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-037[EN].jpg
WXDi-CP01-038P[EN]	Sukoya Kana, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-038P[EN].jpg
WXDi-CP01-038[EN]	Sukoya Kana, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-038[EN].jpg
WXDi-CP01-039P[EN]	Todo Kohaku, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-039P[EN].jpg
WXDi-CP01-039[EN]	Todo Kohaku, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-039[EN].jpg
WXDi-CP01-040P[EN]	Pomu Rainpuff, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-040P[EN].jpg
WXDi-CP01-040[EN]	Pomu Rainpuff, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-040[EN].jpg
WXDi-CP01-041P[EN]	Finana Ryugu, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-041P[EN].jpg
WXDi-CP01-041[EN]	Finana Ryugu, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-041[EN].jpg
WXDi-CP01-042P[EN]	Hanabatake Chaika, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-042P[EN].jpg
WXDi-CP01-042[EN]	Hanabatake Chaika, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-042[EN].jpg
WXDi-CP01-043P[EN]	Debidebi Debiru, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-043P[EN].jpg
WXDi-CP01-043[EN]	Debidebi Debiru, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-043[EN].jpg
WXDi-CP01-044P[EN]	Kitakoji Hisui, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-044P[EN].jpg
WXDi-CP01-044[EN]	Kitakoji Hisui, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-044[EN].jpg
WXDi-CP01-045P[EN]	Amagase Muyu, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-045P[EN].jpg
WXDi-CP01-045[EN]	Amagase Muyu, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-045[EN].jpg
WXDi-CP01-046P[EN]	Umise Yotsuha, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-046P[EN].jpg
WXDi-CP01-046[EN]	Umise Yotsuha, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-046[EN].jpg
WXDi-CP01-047P[EN]	Ponto Nei, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-047P[EN].jpg
WXDi-CP01-047[EN]	Ponto Nei, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-047[EN].jpg
WXDi-CP01-048P[EN]	Ruco, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-048P[EN].jpg
WXDi-CP01-048[EN]	Ruco, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-048[EN].jpg
WXDi-CP01-049P[EN]	Petra Gurin, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-049P[EN].jpg
WXDi-CP01-049[EN]	Petra Gurin, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-049[EN].jpg
WXDi-CP01-050P[EN]	Rosemi Lovelock, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-050P[EN].jpg
WXDi-CP01-050[EN]	Rosemi Lovelock, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-050[EN].jpg
WXDi-CP01-051P[EN]	Selen Tatsuki, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-051P[EN].jpg
WXDi-CP01-051[EN]	Selen Tatsuki, Code 2434	SIGNI	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-051[EN].jpg
WXDi-CP01-052[EN]	Super Helesta Saber	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-052[EN].jpg
WXDi-CP01-053[EN]	White Heaven	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-053[EN].jpg
WXDi-CP01-054[EN]	DEATH DECK	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-054[EN].jpg
WXDi-CP01-055[EN]	Zeno Cluster	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-CP01-055[EN].jpg
WXDi-CP01-056P[EN]	Lize, Level 0	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-056P[EN].jpg
WXDi-CP01-056[EN]	Lize, Level 0	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-056[EN].jpg
WXDi-CP01-057P[EN]	[Center] Lize, Level 1	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-057P[EN].jpg
WXDi-CP01-057[EN]	[Center] Lize, Level 1	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-057[EN].jpg
WXDi-CP01-058P[EN]	[Center] Lize, Level 2	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-058P[EN].jpg
WXDi-CP01-058[EN]	[Center] Lize, Level 2	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-058[EN].jpg
WXDi-CP01-059P[EN]	Ange, Level 0	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-059P[EN].jpg
WXDi-CP01-059[EN]	Ange, Level 0	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-059[EN].jpg
WXDi-CP01-060P[EN]	[Center] Ange, Level 1	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-060P[EN].jpg
WXDi-CP01-060[EN]	[Center] Ange, Level 1	LRIG	https://www.takaratomy.co.jp/products/en.wixoss/card/thumb/WXDi-CP01-060[EN].jpg
